Month,Day,Sunday %,Monday %,Tuesday %,Wednesday %,Thursday %,Friday %,Saturday %
August,1,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865
August,2,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963
August,3,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415
August,4,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415
August,5,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963
August,6,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415
August,7,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963
August,8,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865
August,9,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963
August,10,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415
August,11,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415
August,12,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963
August,13,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415
August,14,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963
August,15,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865
August,16,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963
August,17,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415
August,18,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415
August,19,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963
August,20,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415
August,21,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963
August,22,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865
August,23,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963
August,24,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415
August,25,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415
August,26,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963
August,27,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415
August,28,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865,13.963963963963963
August,29,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963,14.864864864864865
August,30,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415,13.963963963963963
August,31,13.963963963963963,14.864864864864865,13.963963963963963,14.414414414414415,13.963963963963963,14.414414414414415,14.414414414414415
